condition,drugName,avg_rating,reviews_count,score
ADHD,Wellbutrin XL,8.909090909090908,11,7.57807679328333
ADHD,Zenzedi,8.5,8,7.357901956309087
AIDS Related Wasting,Dronabinol,7.333333333333333,3,7.028955877078568
AIDS Related Wasting,Marinol,6.5,2,6.955954242896293
AIDS Related Wasting,Serostim,5.0,1,6.915798636853842
AIDS Related Wasting,Somatropin,5.0,1,6.915798636853842
AV Heart Block,Epinephrine,1.0,1,6.761952483007688
Abdominal Distension,Bethanechol,9.0,1,7.0696447906999955
Abdominal Distension,Urecholine,9.0,1,7.0696447906999955
Abnormal Uterine Bleeding,Alesse,4.875,8,6.479114077521208
Abnormal Uterine Bleeding,Alyacen 1 / 35,1.0,1,6.761952483007688
Abnormal Uterine Bleeding,Amethia Lo,2.0,1,6.800414021469226
Abnormal Uterine Bleeding,Apri,6.0,5,6.82702548527333
Abnormal Uterine Bleeding,Aviane,7.636363636363637,11,7.189187904394441
Abnormal Uterine Bleeding,Aygestin,3.6666666666666665,3,6.6360987342214255
Abnormal Uterine Bleeding,Balziva,6.0,1,6.9542601753153805
Abnormal Uterine Bleeding,Camila,1.0,1,6.761952483007688
Abnormal Uterine Bleeding,CamreseLo,10.0,1,7.108106329161535
Abnormal Uterine Bleeding,Chateal,5.5,2,6.881880168822218
Abnormal Uterine Bleeding,Conjugated estrogens,5.0,4,6.71761257097241
Abnormal Uterine Bleeding,Cryselle,4.3,10,6.223164701662854
Abnormal Uterine Bleeding,Depo-Provera,3.1195402298850574,435,3.3300234012134777
Abnormal Uterine Bleeding,Desogestrel / ethinyl estradiol,6.0,5,6.82702548527333
Abnormal Uterine Bleeding,Errin,3.25,4,6.476233260627581
Abnormal Uterine Bleeding,Estarylla,3.6666666666666665,21,5.474147055613041
Abnormal Uterine Bleeding,Ethinyl estradiol / ethynodiol,3.0,1,6.838875559930765
Abnormal Uterine Bleeding,Ethinyl estradiol / etonogestrel,3.6,5,6.4270254852733295
Abnormal Uterine Bleeding,Ethinyl estradiol / levonorgestrel,4.4,145,4.781239791518823
Abnormal Uterine Bleeding,Ethinyl estradiol / norethindrone,5.584070796460177,113,5.8392084388275345
Abnormal Uterine Bleeding,Ethinyl estradiol / norgestimate,4.567839195979899,199,4.838440913206249
Abnormal Uterine Bleeding,Ethinyl estradiol / norgestrel,5.863636363636363,22,6.464058820387232
Abnormal Uterine Bleeding,Falmina,5.666666666666667,3,6.850384448507139
Abnormal Uterine Bleeding,Gildess Fe 1 / 20,3.5,6,6.316476276070964
Abnormal Uterine Bleeding,Gildess Fe 1.5 / 30,4.5,2,6.807806094748144
Abnormal Uterine Bleeding,Heather,4.0,1,6.877337098392304
Abnormal Uterine Bleeding,Jolessa,4.166666666666667,6,6.44550853413548
Abnormal Uterine Bleeding,Jolivette,2.25,4,6.338302226144823
Abnormal Uterine Bleeding,Junel Fe 1 / 20,5.444444444444445,9,6.582669545829408
Abnormal Uterine Bleeding,Junel Fe 1.5 / 30,1.0,3,6.350384448507139
Abnormal Uterine Bleeding,Levlen,7.5,4,7.062440157179306
Abnormal Uterine Bleeding,Levonorgestrel,5.264788732394366,355,5.378449380416315
Abnormal Uterine Bleeding,Levora,5.0,6,6.606798856716125
Abnormal Uterine Bleeding,Lo / Ovral-28,10.0,1,7.108106329161535
Abnormal Uterine Bleeding,LoSeasonique,4.214285714285714,14,5.995147809184613
Abnormal Uterine Bleeding,Loestrin 21 1 / 20,5.0,2,6.844843131785181
Abnormal Uterine Bleeding,Loestrin 24 Fe,6.208333333333333,48,6.476859788468491
Abnormal Uterine Bleeding,Low-Ogestrel-21,8.0,1,7.031183252238457
Abnormal Uterine Bleeding,Lutera,4.333333333333333,3,6.707527305649997
Abnormal Uterine Bleeding,Lyza,2.3333333333333335,6,6.090669824458061
Abnormal Uterine Bleeding,Medroxyprogesterone,3.328,500,3.5024966943965707
Abnormal Uterine Bleeding,Megace,10.0,1,7.108106329161535
Abnormal Uterine Bleeding,Megestrol,6.6,20,6.818016990182219
Abnormal Uterine Bleeding,Mestranol / norethindrone,9.0,3,7.207527305649997
Abnormal Uterine Bleeding,Microgestin 1 / 20,3.0,3,6.564670162792853
Abnormal Uterine Bleeding,Microgestin Fe 1 / 20,4.6,5,6.5936921519399965
Abnormal Uterine Bleeding,Microgestin Fe 1.5 / 30,8.5,2,7.1041023910444405
Abnormal Uterine Bleeding,Mirena,5.207951070336391,327,5.334689672040341
Abnormal Uterine Bleeding,Mononessa,5.538461538461538,26,6.251191461925488
Abnormal Uterine Bleeding,Necon 1 / 35,7.666666666666667,3,7.064670162792853
Abnormal Uterine Bleeding,Necon 1 / 50,9.0,3,7.207527305649997
Abnormal Uterine Bleeding,Nora-Be,5.066666666666666,15,6.270269113954997
Abnormal Uterine Bleeding,Norethindrone,4.0875,80,4.7791501386495225
Abnormal Uterine Bleeding,Nortrel 1 / 35,10.0,1,7.108106329161535
Abnormal Uterine Bleeding,Orsythia,5.666666666666667,3,6.850384448507139
Abnormal Uterine Bleeding,Ortho Cyclen,8.0,1,7.031183252238457
Abnormal Uterine Bleeding,Ortho Micronor,6.777777777777778,9,6.935610722299996
Abnormal Uterine Bleeding,Ortho Tri-Cyclen,7.125,8,7.024568622975754
Abnormal Uterine Bleeding,Ortho Tri-Cyclen Lo,5.6,5,6.760358818606663
Abnormal Uterine Bleeding,Ortho-Novum 7 / 7 / 7,8.0,1,7.031183252238457
Abnormal Uterine Bleeding,Ovcon 35,10.0,1,7.108106329161535
Abnormal Uterine Bleeding,Portia,3.0,1,6.838875559930765
Abnormal Uterine Bleeding,Premarin,3.6666666666666665,3,6.6360987342214255
Abnormal Uterine Bleeding,Previfem,6.285714285714286,7,6.837836392443746
Abnormal Uterine Bleeding,Provera,4.8125,48,5.559051569290409
Abnormal Uterine Bleeding,Quasense,2.75,8,5.9639625623696935
Abnormal Uterine Bleeding,Seasonale,4.4,5,6.560358818606663
Abnormal Uterine Bleeding,Seasonique,3.6862745098039214,51,4.773825849449999
Abnormal Uterine Bleeding,Sprintec,3.849056603773585,53,4.8565482635666655
Abnormal Uterine Bleeding,Sronyx,4.333333333333333,6,6.477766598651609
Abnormal Uterine Bleeding,Tri-Linyah,7.5,2,7.030028316970366
Abnormal Uterine Bleeding,Tri-Lo-Marzia,10.0,1,7.108106329161535
Abnormal Uterine Bleeding,Tri-Lo-Sprintec,1.125,8,5.570023168430299
Abnormal Uterine Bleeding,Tri-Previfem,2.875,16,5.385628403858534
Abnormal Uterine Bleeding,Tri-Sprintec,5.103448275862069,29,5.977977121448147
Abnormal Uterine Bleeding,TriNessa,5.933333333333334,15,6.595269113954997
Abnormal Uterine Bleeding,TriNessa Lo,8.0,2,7.067065354007403
Abortion,Cytotec,9.5,2,7.178176465118515
Abortion,Mifepristone,7.0,1,6.992721713776919
Abortion,Misoprostol,8.0,6,7.187444018006447
Acetaminophen Overdose,Acetylcysteine,9.0,1,7.0696447906999955
Acetaminophen Overdose,Mucomyst-10,9.0,1,7.0696447906999955
Acne,Absorica,6.0,4,6.855543605455168
Acne,Acanya,7.345454545454546,55,7.235134556977498
Acne,Accutane,8.399071925754061,431,8.321953431048685
Acne,Acnex,10.0,1,7.108106329161535
Acne,Acticlate,8.333333333333334,3,7.1360987342214255
Acne,Aczone,7.309523809523809,168,7.268449557296372
Acne,Adapalene,7.2100840336134455,238,7.189394542046387
Acne,Adapalene / benzoyl peroxide,7.446069469835466,547,7.426242595381468
Acne,Adoxa,8.75,4,7.234853950282754
Acne,Aldactone,9.8,5,7.460358818606663
Acne,Altabax,8.333333333333334,3,7.1360987342214255
Acne,Amnesteem,7.68,25,7.336215291163997
Acne,Atralin,8.121212121212121,33,7.634668354451722
Acne,Avar,10.0,1,7.108106329161535
Acne,Avita,10.0,1,7.108106329161535
Acne,Azelaic acid,7.833333333333333,24,7.4043013175142836
Acne,Azelex,8.5,2,7.1041023910444405
Acne,BP Wash,9.0,1,7.0696447906999955
Acne,Bactrim,8.984848484848484,66,8.437480929210986
Acne,Bactrim DS,7.65,20,7.284683656848886
Acne,BenzEFoam,8.0,4,7.1314056744206855
Acne,BenzEFoam Ultra,10.0,1,7.108106329161535
Acne,Benzaclin,8.859375,64,8.334952410766292
Acne,Benzamycin,7.666666666666667,6,7.122927888974189
Acne,Benzoyl peroxide,8.576923076923077,26,7.800211069768625
Acne,Benzoyl peroxide / clindamycin,7.952247191011236,356,7.889267098577953
Acne,Benzoyl peroxide / erythromycin,8.551724137931034,29,7.829828973299998
Acne,Benzoyl peroxide / hydrocortisone,10.0,1,7.108106329161535
Acne,Benzoyl peroxide / salicylic acid,8.0,1,7.031183252238457
Acne,Benzoyl peroxide / sulfur,10.0,2,7.215213502155551
Acne,Beyaz,7.6,25,7.296215291163998
Acne,Cephalexin,6.666666666666667,3,6.957527305649997
Acne,Claravis,8.446808510638299,94,8.141266929060503
Acne,Clarifoam EF,8.142857142857142,7,7.244086392443746
Acne,Clindagel,10.0,1,7.108106329161535
Acne,Clindamycin,7.742424242424242,66,7.536382028112087
Acne,Clindamycin / tretinoin,7.462264150943396,106,7.372601256169465
Acne,Cyclafem 1 / 35,6.0,1,6.9542601753153805
Acne,Dapsone,7.329479768786127,173,7.286923053324242
Acne,Desquam-X Wash,10.0,1,7.108106329161535
Acne,Differin,7.430656934306569,137,7.363029410853085
Acne,Doryx,7.653846153846154,52,7.439100838418181
Acne,Doxy 100,9.0,5,7.32702548527333
Acne,Doxycycline,7.32,500,7.304401456301333
Acne,Drospirenone / ethinyl estradiol,7.0411985018726595,267,7.037023166295205
Acne,Drospirenone / ethinyl estradiol / levomefolate calcium,7.6,25,7.296215291163998
Acne,Duac,7.6,160,7.517896024638919
Acne,Dynacin,8.0,1,7.031183252238457
Acne,Epiduo,7.440993788819876,483,7.418918827870472
Acne,Epiduo Forte,7.0,19,6.995699194504543
Acne,Ery Pads,10.0,1,7.108106329161535
Acne,Erythromycin,10.0,1,7.108106329161535
Acne,Estarylla,5.5,6,6.703573050264512
Acne,Ethinyl estradiol / norethindrone,3.8106508875739644,169,4.220674044114433
Acne,Ethinyl estradiol / norgestimate,5.885185185185185,270,5.979019540875253
Acne,Fabior,9.0,2,7.141139428081478
Acne,Finacea,8.384615384615385,13,7.468704330478944
Acne,Fostex Medicated,10.0,1,7.108106329161535
Acne,Gianvi,7.4,30,7.214741173785452
Acne,Gildess Fe 1 / 20,5.0,11,6.383632348838885
Acne,Gildess Fe 1.5 / 30,5.6,5,6.760358818606663
Acne,Hexachlorophene,5.5,2,6.881880168822218
Acne,Inova 4 / 1,8.0,1,7.031183252238457
Acne,Isotretinoin,8.353372434017595,682,8.305248606164357
Acne,Junel Fe 1 / 20,5.5625,16,6.434408891663412
Acne,Junel Fe 1.5 / 30,1.6666666666666667,3,6.421813019935711
Acne,Keflex,6.666666666666667,3,6.957527305649997
Acne,Loestrin 24 Fe,3.2658227848101267,79,4.161641966905768
Acne,Loestrin Fe 1 / 20,2.0,2,6.622620909562959
Acne,Loryna,5.65,20,6.395794767959997
Acne,Magnesium hydroxide,8.333333333333334,3,7.1360987342214255
Acne,Microgestin Fe 1 / 20,4.421052631578948,19,5.88206283086818
Acne,Microgestin Fe 1.5 / 30,2.8,5,6.293692151939997
Acne,Milk of Magnesia,7.0,1,6.992721713776919
Acne,Minocin,7.0,10,6.994593273091425
Acne,Minocycline,6.327327327327327,333,6.373773085358101
Acne,Monodox,7.793103448275862,29,7.422421565892591
Acne,Myorisan,8.5,2,7.1041023910444405
Acne,Necon 1 / 35,7.0,1,6.992721713776919
Acne,Necon 7 / 7 / 7,5.5,2,6.881880168822218
Acne,Norinyl 1+35,10.0,1,7.108106329161535
Acne,Nortrel 1 / 35,2.0,1,6.800414021469226
Acne,NuOx,10.0,2,7.215213502155551
Acne,Ocella,7.875,16,7.336847916053656
Acne,Onexton,8.5,16,7.580750355078046
Acne,Ortho Tri-Cyclen,5.76595744680851,47,6.191816174419443
Acne,Ortho-Novum 1 / 35,8.0,2,7.067065354007403
Acne,Oxy-10,10.0,1,7.108106329161535
Acne,PanOxyl,9.6,5,7.4270254852733295
Acne,PanOxyl 10% Acne Foaming Wash,10.0,1,7.108106329161535
Acne,Pernox,10.0,1,7.108106329161535
Acne,Phillips' Milk of Magnesia,8.0,1,7.031183252238457
Acne,Resorcinol / sulfur,10.0,1,7.108106329161535
Acne,Retapamulin,8.333333333333334,3,7.1360987342214255
Acne,Retin A Micro,8.333333333333334,3,7.1360987342214255
Acne,Retin-A,8.428571428571429,42,7.892697978480596
Acne,SMZ-TMP DS,7.0,3,6.993241591364282
Acne,Salicylic acid,5.5,2,6.881880168822218
Acne,Salicylic acid / sulfur,10.0,2,7.215213502155551
Acne,Septra,10.0,2,7.215213502155551
Acne,Solodyn,6.857142857142857,84,6.888172151910091
Acne,Sotret,6.0,1,6.9542601753153805
Acne,Spironolactone,7.80672268907563,238,7.72931849641901
Acne,Sulfacetamide sodium / sulfur,7.826086956521739,23,7.391890928295831
Acne,Sulfamethoxazole / trimethoprim,8.304,125,8.085405097054666
Acne,Sulfur,10.0,1,7.108106329161535
Acne,Sumadan,8.0,1,7.031183252238457
Acne,Tazarotene,8.25,12,7.400290934005403
Acne,Tazorac,8.1,10,7.308878987377139
Acne,Tetracycline,7.7,20,7.306905879071108
Acne,Tretin-X,5.0,2,6.844843131785181
Acne,Tretinoin,7.907894736842105,304,7.83833059136231
Acne,Tri-Estarylla,1.5,2,6.5855838725259215
Acne,Tri-Linyah,5.0,4,6.71761257097241
Acne,Tri-Previfem,5.517241379310345,29,6.200199343670368
Acne,Tri-Sprintec,5.695121951219512,82,5.998231444469158
Acne,TriNessa,6.584415584415584,77,6.684419260374509
Acne,TriNessa Lo,6.0,3,6.8860987342214255
Acne,Vanoxide-HC,10.0,1,7.108106329161535
Acne,Veltin,7.333333333333333,24,7.15940335833061
Acne,Vestura,9.0,1,7.0696447906999955
Acne,Vibramycin,7.666666666666667,3,7.064670162792853
Acne,Yasmin,6.8977272727272725,88,6.918679332373451
Acne,Yaz,7.186274509803922,102,7.148116256363779
Acne,Zenatane,8.444444444444445,9,7.376787192888232
Acne,Ziana,7.3538461538461535,65,7.2534529395355545
Acne,femhrt,4.5,2,6.807806094748144
Actinic Keratosis,Carac,9.25,4,7.303819467524133
Actinic Keratosis,Efudex,5.5,4,6.786578088213789
Actinic Keratosis,Fluorouracil,6.7727272727272725,22,6.889590735280848
Actinic Keratosis,Ingenol,9.0,2,7.141139428081478
Actinic Keratosis,Picato,9.0,2,7.141139428081478
Actinic Keratosis,Tolak,4.0,3,6.671813019935711
Acute Coronary Syndrome,Brilinta,4.647058823529412,17,6.043113441861903
Acute Coronary Syndrome,Clopidogrel,9.0,1,7.0696447906999955
Acute Coronary Syndrome,Effient,7.538461538461538,13,7.179230646268419
Acute Coronary Syndrome,Plavix,9.0,1,7.0696447906999955
Acute Coronary Syndrome,Prasugrel,7.538461538461538,13,7.179230646268419
Acute Coronary Syndrome,Ticagrelor,5.1,20,6.151350323515553
Acute Lymphoblastic Leukemia,Dasatinib,10.0,1,7.108106329161535
Acute Lymphoblastic Leukemia,Gleevec,10.0,1,7.108106329161535
Acute Lymphoblastic Leukemia,Iclusig,1.0,1,6.761952483007688
Acute Lymphoblastic Leukemia,Imatinib,10.0,1,7.108106329161535
Acute Lymphoblastic Leukemia,Ponatinib,1.0,1,6.761952483007688
Acute Lymphoblastic Leukemia,Sprycel,10.0,1,7.108106329161535
Acute Nonlymphocytic Leukemia,Accutane,10.0,1,7.108106329161535
Acute Nonlymphocytic Leukemia,Isotretinoin,10.0,1,7.108106329161535
Acute Otitis Externa,Ciprofloxacin,1.0,2,6.548546835488885
Acute Promyelocytic Leukemia,Arsenic trioxide,9.0,1,7.0696447906999955
Acute Promyelocytic Leukemia,Tretinoin,9.0,2,7.141139428081478
Acute Promyelocytic Leukemia,Vesanoid,8.0,1,7.031183252238457
Addison's Disease,Decadron,8.0,1,7.031183252238457
Addison's Disease,Dexamethasone,9.0,4,7.2693367089034435
Addison's Disease,Florinef Acetate,10.0,1,7.108106329161535
Addison's Disease,Fludrocortisone,9.5,2,7.178176465118515
Addison's Disease,Hydrocortisone,8.666666666666666,3,7.171813019935711
Addison's Disease,Hydrocortone,8.0,2,7.067065354007403
Adrenocortical Insufficiency,Cortef,9.333333333333334,3,7.243241591364282
Adrenocortical Insufficiency,Hydrocortisone,7.5,6,7.090669824458061
Adrenocortical Insufficiency,Prednisone,5.5,2,6.881880168822218
Adult Human Growth Hormone Deficiency,Humatrope,6.5,2,6.955954242896293
Adult Human Growth Hormone Deficiency,Norditropin,10.0,1,7.108106329161535
Adult Human Growth Hormone Deficiency,Omnitrope,10.0,1,7.108106329161535
Adult Human Growth Hormone Deficiency,Saizen,9.0,1,7.0696447906999955
Adult Human Growth Hormone Deficiency,Somatropin,8.666666666666666,6,7.316476276070963
Aggressive Behavi,Haloperidol,1.0,2,6.548546835488885
Agitated State,Abilify,6.409090909090909,22,6.719377969323402
Agitated State,Aripiprazole,6.583333333333333,24,6.792056419555099
Agitation,Citalopram,6.666666666666667,3,6.957527305649997
Agitation,Loxapine,5.0,2,6.844843131785181
Agitation,Olanzapine,9.2,5,7.360358818606663
Agitation,Risperidone,2.6666666666666665,3,6.528955877078568
Agitation,Zyprexa Intramuscular,8.0,1,7.031183252238457
Alcohol Dependence,Acamprosate,8.867132867132867,143,8.588159312846427
Alcohol Dependence,Antabuse,9.0,49,8.321767088624323
Alcohol Dependence,Campral,9.008196721311476,122,8.665379350736055
Alcohol Dependence,Disulfiram,8.672131147540984,61,8.183846099513953
Alcohol Dependence,Naltrexone,8.631147540983607,122,8.352454180668026
Alcohol Dependence,Ondansetron,7.0,1,6.992721713776919
Alcohol Dependence,Revia,9.2,5,7.360358818606663
Alcohol Dependence,Vivitrol,8.733333333333333,15,7.645269113954996
Alcohol Withdrawal,Atenolol,7.0,1,6.992721713776919
Alcohol Withdrawal,Baclofen,9.037037037037036,54,8.390009677951896
Alcohol Withdrawal,Catapres,8.0,1,7.031183252238457
Alcohol Withdrawal,Chlordiazepoxide,9.48314606741573,89,8.936936531212279
Alcohol Withdrawal,Clonidine,6.666666666666667,3,6.957527305649997
Alcohol Withdrawal,Clorazepate,10.0,1,7.108106329161535
Alcohol Withdrawal,Diazepam,8.88888888888889,9,7.494434251711761
Alcohol Withdrawal,Gabapentin,8.6,30,7.869286628330906
Alcohol Withdrawal,Librium,9.55,80,8.941054900554285
Alcohol Withdrawal,Lioresal,8.5,2,7.1041023910444405
Alcohol Withdrawal,Neurontin,9.5,2,7.178176465118515
Alcohol Withdrawal,Oxazepam,8.666666666666666,3,7.171813019935711
Alcohol Withdrawal,Serax,8.5,2,7.1041023910444405
Alcohol Withdrawal,Tranxene,10.0,1,7.108106329161535
Alcohol Withdrawal,Valium,8.571428571428571,7,7.337836392443746
Allergic Reactions,Aristocort,9.0,1,7.0696447906999955
Allergic Reactions,Benadryl,7.5,10,7.137450415948567
Allergic Reactions,Benadryl Allergy,8.4,10,7.3945932730914254
Allergic Reactions,Chlor-Trimeton,9.5,4,7.3383022261448225
Allergic Reactions,Chlorpheniramine,9.444444444444445,9,7.641493075241173
Allergic Reactions,Cyproheptadine,9.166666666666666,6,7.413250469619351
Allergic Reactions,Deltasone,9.0,1,7.0696447906999955
Allergic Reactions,Dexchlorpheniramine,10.0,2,7.215213502155551
Allergic Reactions,Diphenhydramine,8.08,25,7.536215291163998
Allergic Reactions,EpiPen,10.0,3,7.314670162792853
Allergic Reactions,Epinephrine,9.25,4,7.303819467524133
Allergic Reactions,Loratadine,10.0,1,7.108106329161535
Allergic Reactions,Phenergan,7.0,3,6.993241591364282
Allergic Reactions,Prednisone,7.038461538461538,26,7.015897344278429
Allergic Reactions,Promethazine,7.6,5,7.0936921519399965
Allergic Reactions,Q-Dryl,9.0,1,7.0696447906999955
Allergic Reactions,Triamcinolone,9.25,4,7.303819467524133
Allergic Rhinitis,Acetaminophen / dexbrompheniramine / pseudoephedrine,10.0,2,7.215213502155551
Allergic Rhinitis,Acrivastine / pseudoephedrine,10.0,1,7.108106329161535
Allergic Rhinitis,Actifed,7.0,3,6.993241591364282
Allergic Rhinitis,Alahist LQ,10.0,1,7.108106329161535
Allergic Rhinitis,Alavert D-12 Hour Allergy and Sinus,1.0,1,6.761952483007688
Allergic Rhinitis,All Day Allergy,9.0,1,7.0696447906999955
Allergic Rhinitis,Allegra,6.925,40,6.950934839356922
Allergic Rhinitis,Allegra Allergy,1.6666666666666667,6,5.961637566393544
Allergic Rhinitis,Allegra ODT,10.0,1,7.108106329161535
Allergic Rhinitis,Allegra-D 12 Hour,8.285714285714286,7,7.275336392443746
Allergic Rhinitis,Allegra-D 24 Hour,7.416666666666667,12,7.130020663735133
Allergic Rhinitis,Astelin,9.545454545454545,11,7.772521237727775
Allergic Rhinitis,Astepro,8.5,16,7.580750355078046
Allergic Rhinitis,Azelastine,7.636363636363637,55,7.4351345569774985
Allergic Rhinitis,Azelastine / fluticasone,6.661538461538462,65,6.7534529395355545
Allergic Rhinitis,Beclomethasone,7.461538461538462,13,7.152914856794734
Allergic Rhinitis,Beconase AQ,5.0,2,6.844843131785181
Allergic Rhinitis,Benadryl,6.555555555555555,9,6.876787192888232
Allergic Rhinitis,Benadryl Allergy,6.5,2,6.955954242896293
Allergic Rhinitis,Benadryl Allergy Sinus,9.0,1,7.0696447906999955
Allergic Rhinitis,Brompheniramine,9.5,4,7.3383022261448225
Allergic Rhinitis,Brompheniramine / pseudoephedrine,10.0,1,7.108106329161535
Allergic Rhinitis,Budesonide,7.875,8,7.206386804793936
Allergic Rhinitis,Carbinoxamine,9.333333333333334,3,7.243241591364282
Allergic Rhinitis,Cetirizine,6.7368421052631575,95,6.790089704651665
Allergic Rhinitis,Cetirizine / pseudoephedrine,9.666666666666666,3,7.278955877078568
Allergic Rhinitis,Children's Claritin Allergy,8.333333333333334,3,7.1360987342214255
Allergic Rhinitis,Chlor-Trimeton,9.666666666666666,6,7.510024663167738
Allergic Rhinitis,Chlorpheniramine,9.416666666666666,12,7.77866931238378
Allergic Rhinitis,Chlorpheniramine / methscopolamine / pseudoephedrine,10.0,1,7.108106329161535
Allergic Rhinitis,Chlorpheniramine / phenylephrine,10.0,4,7.407267743386202
Allergic Rhinitis,Chlorpheniramine / pseudoephedrine,8.714285714285714,7,7.369086392443746
Allergic Rhinitis,Ciclesonide,7.5,8,7.115477713884845
Allergic Rhinitis,Clarinex,6.75,4,6.958991881317237
Allergic Rhinitis,Clarinex-D 12 Hour,9.0,1,7.0696447906999955
Allergic Rhinitis,Claritin,3.9375,16,5.800262550199998
Allergic Rhinitis,Claritin-D,4.777777777777778,9,6.406198957594114
Allergic Rhinitis,Claritin-D 12 Hour,1.0,1,6.761952483007688
Allergic Rhinitis,Claritin-D 24 Hour,9.0,2,7.141139428081478
Allergic Rhinitis,Clemastine,10.0,1,7.108106329161535
Allergic Rhinitis,Cyproheptadine,10.0,1,7.108106329161535
Allergic Rhinitis,Decadron,10.0,1,7.108106329161535
Allergic Rhinitis,Deconamine,10.0,2,7.215213502155551
Allergic Rhinitis,Desloratadine,6.25,12,6.751642285356754
Allergic Rhinitis,Desloratadine / pseudoephedrine,9.0,1,7.0696447906999955
Allergic Rhinitis,Dexamethasone,10.0,1,7.108106329161535
Allergic Rhinitis,Dexbrompheniramine / pseudoephedrine,9.88888888888889,18,8.204901501353486
Allergic Rhinitis,Dexchlorpheniramine,5.5,2,6.881880168822218
Allergic Rhinitis,Diphenhydramine,6.769230769230769,13,6.916072751531576
Allergic Rhinitis,Diphenhydramine / phenylephrine,10.0,1,7.108106329161535
Allergic Rhinitis,Diphenhydramine / pseudoephedrine,9.0,1,7.0696447906999955
Allergic Rhinitis,Drixoral Cold / Flu,10.0,1,7.108106329161535
Allergic Rhinitis,Drixoral Cold and Allergy,9.9375,16,8.141725964834144
Allergic Rhinitis,Dymista,6.661538461538462,65,6.7534529395355545
Allergic Rhinitis,Fexofenadine,6.566666666666666,60,6.691891347743528
Allergic Rhinitis,Fexofenadine / pseudoephedrine,7.366666666666666,30,7.196559355603633
Allergic Rhinitis,Flonase,6.114285714285714,35,6.480179409303332
Allergic Rhinitis,Flonase Sensimist,3.0,1,6.838875559930765
Allergic Rhinitis,Flunisolide,8.5,2,7.1041023910444405
Allergic Rhinitis,Fluticasone,6.092592592592593,54,6.377351450103796
Allergic Rhinitis,Kenalog-40,9.75,4,7.372784984765513
